domain,stratum,source,source_rank,run_id,device,viewport,locale,geo_country,datetime_utc,final_url,status,blocked_reason,banner_present,banner_type,cms_cmp_vendor,language_detected,accept_all_first_layer,reject_all_first_layer,manage_first_layer,close_button_present,clicks_accept_all,clicks_reject_all,delta_clicks,steps_reject_description,has_toggle_analytics,has_toggle_ads,default_on_analytics,default_on_ads,has_reject_all_anywhere,third_party_before_consent,third_party_after_reject,tracking_after_reject_flag,tracking_requests_count,tracking_cookies_count,dp1_flag,dp2_flag,dp3_flag,dp4_flag,dp5_flag,dp6_flag,dp7_flag,dp8_flag,dp3_flag_adv,dp3_pre_tracking_count,dp3_reject_tracking_count,dp3_accept_tracking_count,dp3_pre_only_endpoints_count,dp3_pre_only_cookies_count,dp3_pre_only_endpoints_sample,dp3_pre_only_cookies_sample,canvas_fp_preconsent,screenshot_path_banner,screenshot_path_manage,notes
opm.go.th,GOV,seed_list,,1,desktop,1366x768,th-TH,TH,2026-02-14T14:26:55.581Z,https://opm.go.th/opmportal/index.asp,ok,,1,,unknown,en,1,0,1,0,1,2,1,manage->(attempt reject-all inside) | no reject-all found (manual coding needed),0,0,0,0,,0,,,,,1,1,0,0,,0,,0,,,,,,,,,,evidence_dp3/opm.go.th/desktop/run1_banner.png,evidence_dp3/opm.go.th/desktop/run1_manage.png,"interstitial_step1_before=evidence_dp3/opm.go.th/desktop/run1_interstitial_step1_before.png; interstitial_clicked=""[ เข้าสู่เว็บไซต์ ]
สำนักนายกรัฐมนตรี
The Prime Minister's Office""; interstitial_step1_after=evidence_dp3/opm.go.th/desktop/run1_interstitial_step1_after.png; areaRatio=1.00, contrastDiff=0; "
opm.go.th,GOV,seed_list,,2,desktop,1366x768,th-TH,TH,2026-02-14T14:26:55.582Z,https://opm.go.th/opmportal/index.asp,ok,,1,,unknown,en,1,0,1,0,1,2,1,manage->(attempt reject-all inside) | no reject-all found (manual coding needed),0,0,0,0,,0,,,,,1,1,0,0,,0,,0,,,,,,,,,,evidence_dp3/opm.go.th/desktop/run2_banner.png,evidence_dp3/opm.go.th/desktop/run2_manage.png,"interstitial_step1_before=evidence_dp3/opm.go.th/desktop/run2_interstitial_step1_before.png; interstitial_clicked=""[ เข้าสู่เว็บไซต์ ]
สำนักนายกรัฐมนตรี
The Prime Minister's Office""; interstitial_step1_after=evidence_dp3/opm.go.th/desktop/run2_interstitial_step1_after.png; areaRatio=1.00, contrastDiff=0; "
opm.go.th,GOV,seed_list,,1,mobile,390x844,th-TH,TH,2026-02-14T14:27:46.851Z,https://opm.go.th/opmportal/index.asp,ok,,1,,unknown,en,1,0,1,0,1,2,1,manage->(attempt reject-all inside) | no reject-all found (manual coding needed),0,0,0,0,,0,,,,,1,1,0,0,,0,,0,,,,,,,,,,evidence_dp3/opm.go.th/mobile/run1_banner.png,evidence_dp3/opm.go.th/mobile/run1_manage.png,"interstitial_step1_before=evidence_dp3/opm.go.th/mobile/run1_interstitial_step1_before.png; interstitial_clicked=""[ เข้าสู่เว็บไซต์ ]
สำนักนายกรัฐมนตรี
The Prime Minister's Office""; interstitial_step1_after=evidence_dp3/opm.go.th/mobile/run1_interstitial_step1_after.png; areaRatio=1.00, contrastDiff=0; "
opm.go.th,GOV,seed_list,,2,mobile,390x844,th-TH,TH,2026-02-14T14:27:46.853Z,https://opm.go.th/opmportal/index.asp,ok,,1,,unknown,en,1,0,1,0,1,2,1,manage->(attempt reject-all inside) | no reject-all found (manual coding needed),0,0,0,0,,0,,,,,1,1,0,0,,0,,0,,,,,,,,,,evidence_dp3/opm.go.th/mobile/run2_banner.png,evidence_dp3/opm.go.th/mobile/run2_manage.png,"interstitial_step1_before=evidence_dp3/opm.go.th/mobile/run2_interstitial_step1_before.png; interstitial_clicked=""[ เข้าสู่เว็บไซต์ ]
สำนักนายกรัฐมนตรี
The Prime Minister's Office""; interstitial_step1_after=evidence_dp3/opm.go.th/mobile/run2_interstitial_step1_after.png; areaRatio=1.00, contrastDiff=0; "
mdes.go.th,GOV,seed_list,,1,desktop,1366x768,th-TH,TH,2026-02-14T14:28:38.448Z,https://mdes.go.th/,ok,,0,,unknown,,0,0,0,0,,,,,0,0,0,0,0,0,,,,,,,,0,,0,,1,,,,,,,,,,evidence_dp3/mdes.go.th/desktop/run1_banner.png,,"interstitial_step1_before=evidence_dp3/mdes.go.th/desktop/run1_interstitial_step1_before.png; areaRatio=1.00, contrastDiff=0; "
mdes.go.th,GOV,seed_list,,2,desktop,1366x768,th-TH,TH,2026-02-14T14:28:38.623Z,https://mdes.go.th/,ok,,0,,unknown,,0,0,0,0,,,,,0,0,0,0,0,0,,,,,,,,0,,0,,1,,,,,,,,,,evidence_dp3/mdes.go.th/desktop/run2_banner.png,,"interstitial_step1_before=evidence_dp3/mdes.go.th/desktop/run2_interstitial_step1_before.png; areaRatio=1.00, contrastDiff=0; "
mdes.go.th,GOV,seed_list,,1,mobile,390x844,th-TH,TH,2026-02-14T14:29:15.198Z,https://mdes.go.th/home,ok,,1,,unknown,th,1,0,1,0,1,2,1,manage->(attempt reject-all inside) | no reject-all found (manual coding needed),0,0,0,0,,6,,,,,1,1,0,0,,0,,0,,,,,,,,,,evidence_dp3/mdes.go.th/mobile/run1_banner.png,evidence_dp3/mdes.go.th/mobile/run1_manage.png,"interstitial_step1_before=evidence_dp3/mdes.go.th/mobile/run1_interstitial_step1_before.png; interstitial_fallback_clicked_href=https://mdes.go.th/home; interstitial_clicked=""""; interstitial_step1_after=evidence_dp3/mdes.go.th/mobile/run1_interstitial_step1_after.png; areaRatio=1.00, contrastDiff=0; "
mdes.go.th,GOV,seed_list,,2,mobile,390x844,th-TH,TH,2026-02-14T14:29:15.259Z,https://mdes.go.th/home,ok,,1,,unknown,th,1,0,1,0,1,2,1,manage->(attempt reject-all inside) | no reject-all found (manual coding needed),0,0,0,0,,6,,,,,1,1,0,0,,0,,0,,,,,,,,,,evidence_dp3/mdes.go.th/mobile/run2_banner.png,evidence_dp3/mdes.go.th/mobile/run2_manage.png,"interstitial_step1_before=evidence_dp3/mdes.go.th/mobile/run2_interstitial_step1_before.png; interstitial_fallback_clicked_href=https://mdes.go.th/home; interstitial_clicked=""""; interstitial_step1_after=evidence_dp3/mdes.go.th/mobile/run2_interstitial_step1_after.png; areaRatio=1.00, contrastDiff=0; "
moph.go.th,GOV,seed_list,,1,desktop,1366x768,th-TH,TH,2026-02-14T14:29:56.480Z,https://moph.go.th/,ok,,1,,unknown,th,1,0,1,1,1,2,1,manage->(attempt reject-all inside) | no reject-all found (manual coding needed),0,0,0,0,,0,,,,,1,1,0,0,,0,,0,,,,,,,,,,evidence_dp3/moph.go.th/desktop/run1_banner.png,evidence_dp3/moph.go.th/desktop/run1_manage.png,"interstitial_step1_before=evidence_dp3/moph.go.th/desktop/run1_interstitial_step1_before.png; interstitial_fallback_clicked_href=https://moph.go.th/; interstitial_clicked=""""; interstitial_step1_after=evidence_dp3/moph.go.th/desktop/run1_interstitial_step1_after.png; areaRatio=1.00, contrastDiff=0; "
moph.go.th,GOV,seed_list,,2,desktop,1366x768,th-TH,TH,2026-02-14T14:30:01.110Z,https://moph.go.th/,ok,,1,,unknown,th,1,0,1,1,1,2,1,manage->(attempt reject-all inside) | no reject-all found (manual coding needed),0,0,0,0,,0,,,,,1,1,0,0,,0,,0,,,,,,,,,,evidence_dp3/moph.go.th/desktop/run2_banner.png,evidence_dp3/moph.go.th/desktop/run2_manage.png,"interstitial_step1_before=evidence_dp3/moph.go.th/desktop/run2_interstitial_step1_before.png; interstitial_fallback_clicked_href=https://moph.go.th/; interstitial_clicked=""""; interstitial_step1_after=evidence_dp3/moph.go.th/desktop/run2_interstitial_step1_after.png; areaRatio=1.00, contrastDiff=0; "
moph.go.th,GOV,seed_list,,1,mobile,390x844,th-TH,TH,2026-02-14T14:31:06.732Z,https://moph.go.th/,ok,,1,,unknown,th,1,0,1,1,1,2,1,manage->(attempt reject-all inside) | no reject-all found (manual coding needed),0,0,0,0,,0,,,,,1,1,0,0,,0,,0,,,,,,,,,,evidence_dp3/moph.go.th/mobile/run1_banner.png,evidence_dp3/moph.go.th/mobile/run1_manage.png,"interstitial_step1_before=evidence_dp3/moph.go.th/mobile/run1_interstitial_step1_before.png; interstitial_fallback_clicked_href=https://moph.go.th/; interstitial_clicked=""""; interstitial_step1_after=evidence_dp3/moph.go.th/mobile/run1_interstitial_step1_after.png; areaRatio=1.00, contrastDiff=0; "
moph.go.th,GOV,seed_list,,2,mobile,390x844,th-TH,TH,2026-02-14T14:31:11.287Z,https://moph.go.th/,ok,,1,,unknown,th,1,0,1,1,1,2,1,manage->(attempt reject-all inside) | no reject-all found (manual coding needed),0,0,0,0,,0,,,,,1,1,0,0,,0,,0,,,,,,,,,,evidence_dp3/moph.go.th/mobile/run2_banner.png,evidence_dp3/moph.go.th/mobile/run2_manage.png,"interstitial_step1_before=evidence_dp3/moph.go.th/mobile/run2_interstitial_step1_before.png; interstitial_fallback_clicked_href=https://moph.go.th/; interstitial_clicked=""""; interstitial_step1_after=evidence_dp3/moph.go.th/mobile/run2_interstitial_step1_after.png; areaRatio=1.00, contrastDiff=0; "
mof.go.th,GOV,seed_list,,1,desktop,1366x768,th-TH,TH,2026-02-14T14:32:17.719Z,https://mof.go.th/,ok,,0,,unknown,,0,0,0,0,,,,,0,0,0,0,0,0,,,,,,,,0,,0,,1,,,,,,,,,,evidence_dp3/mof.go.th/desktop/run1_banner.png,,"interstitial_step1_before=evidence_dp3/mof.go.th/desktop/run1_interstitial_step1_before.png; areaRatio=1.00, contrastDiff=0; "
mof.go.th,GOV,seed_list,,2,desktop,1366x768,th-TH,TH,2026-02-14T14:32:21.374Z,https://mof.go.th/,ok,,0,,unknown,,0,0,0,0,,,,,0,0,0,0,0,0,,,,,,,,0,,0,,1,,,,,,,,,,evidence_dp3/mof.go.th/desktop/run2_banner.png,,"interstitial_step1_before=evidence_dp3/mof.go.th/desktop/run2_interstitial_step1_before.png; areaRatio=1.00, contrastDiff=0; "
mof.go.th,GOV,seed_list,,1,mobile,390x844,th-TH,TH,2026-02-14T14:32:54.347Z,https://www.mof.go.th/,ok,,1,,unknown,th,1,0,1,1,1,2,1,manage->(attempt reject-all inside) | no reject-all found (manual coding needed),0,0,0,0,,0,,,,,1,1,0,0,,0,,0,,,,,,,,,,evidence_dp3/mof.go.th/mobile/run1_banner.png,evidence_dp3/mof.go.th/mobile/run1_manage.png,"interstitial_step1_before=evidence_dp3/mof.go.th/mobile/run1_interstitial_step1_before.png; interstitial_fallback_clicked_href=https://www.mof.go.th/; interstitial_clicked=""""; interstitial_step1_after=evidence_dp3/mof.go.th/mobile/run1_interstitial_step1_after.png; interstitial_step2_before=evidence_dp3/mof.go.th/mobile/run1_interstitial_step2_before.png; interstitial_fallback_clicked_href=https://www.mof.go.th/; interstitial_clicked=""""; interstitial_step2_after=evidence_dp3/mof.go.th/mobile/run1_interstitial_step2_after.png; interstitial_step3_before=evidence_dp3/mof.go.th/mobile/run1_interstitial_step3_before.png; interstitial_fallback_clicked_href=https://www.mof.go.th/; interstitial_clicked=""""; interstitial_step3_after=evidence_dp3/mof.go.th/mobile/run1_interstitial_step3_after.png; areaRatio=1.00, contrastDiff=0; "
mof.go.th,GOV,seed_list,,2,mobile,390x844,th-TH,TH,2026-02-14T14:32:57.984Z,https://www.mof.go.th/,ok,,1,,unknown,th,1,0,1,1,1,2,1,manage->(attempt reject-all inside) | no reject-all found (manual coding needed),0,0,0,0,,0,,,,,1,1,0,0,,0,,0,,,,,,,,,,evidence_dp3/mof.go.th/mobile/run2_banner.png,evidence_dp3/mof.go.th/mobile/run2_manage.png,"interstitial_step1_before=evidence_dp3/mof.go.th/mobile/run2_interstitial_step1_before.png; interstitial_fallback_clicked_href=https://www.mof.go.th/; interstitial_clicked=""""; interstitial_step1_after=evidence_dp3/mof.go.th/mobile/run2_interstitial_step1_after.png; interstitial_step2_before=evidence_dp3/mof.go.th/mobile/run2_interstitial_step2_before.png; interstitial_fallback_clicked_href=https://www.mof.go.th/; interstitial_clicked=""""; interstitial_step2_after=evidence_dp3/mof.go.th/mobile/run2_interstitial_step2_after.png; interstitial_step3_before=evidence_dp3/mof.go.th/mobile/run2_interstitial_step3_before.png; interstitial_fallback_clicked_href=https://www.mof.go.th/; interstitial_clicked=""""; interstitial_step3_after=evidence_dp3/mof.go.th/mobile/run2_interstitial_step3_after.png; areaRatio=1.00, contrastDiff=0; "
mfa.go.th,GOV,seed_list,,1,desktop,1366x768,th-TH,TH,2026-02-14T14:33:36.466Z,https://www.mfa.go.th/th/index,ok,,1,,unknown,th,1,1,1,0,1,1,0,,0,0,0,0,1,1,,0,,,,0,0,0,0,0,1,1,,,,,,,,,,evidence_dp3/mfa.go.th/desktop/run1_banner.png,evidence_dp3/mfa.go.th/desktop/run1_manage.png,"interstitial_step1_before=evidence_dp3/mfa.go.th/desktop/run1_interstitial_step1_before.png; interstitial_fallback_clicked_href=https://www.mfa.go.th/th/index; interstitial_clicked=""""; interstitial_step1_after=evidence_dp3/mfa.go.th/desktop/run1_interstitial_step1_after.png; interstitial_step2_before=evidence_dp3/mfa.go.th/desktop/run1_interstitial_step2_before.png; interstitial_fallback_clicked_href=https://www.mfa.go.th/th/index; interstitial_clicked=""""; interstitial_step2_after=evidence_dp3/mfa.go.th/desktop/run1_interstitial_step2_after.png; interstitial_step3_before=evidence_dp3/mfa.go.th/desktop/run1_interstitial_step3_before.png; interstitial_fallback_clicked_href=https://www.mfa.go.th/th/index; interstitial_clicked=""""; interstitial_step3_after=evidence_dp3/mfa.go.th/desktop/run1_interstitial_step3_after.png; areaRatio=0.88, contrastDiff=16; trackingReqs=0, trackingCookies=2; "
mfa.go.th,GOV,seed_list,,2,desktop,1366x768,th-TH,TH,2026-02-14T14:33:40.335Z,https://www.mfa.go.th/th/index,ok,,1,,unknown,th,1,1,1,0,1,1,0,,0,0,0,0,1,1,,0,,,,0,0,0,0,0,1,1,,,,,,,,,,evidence_dp3/mfa.go.th/desktop/run2_banner.png,evidence_dp3/mfa.go.th/desktop/run2_manage.png,"interstitial_step1_before=evidence_dp3/mfa.go.th/desktop/run2_interstitial_step1_before.png; interstitial_fallback_clicked_href=https://www.mfa.go.th/th/index; interstitial_clicked=""""; interstitial_step1_after=evidence_dp3/mfa.go.th/desktop/run2_interstitial_step1_after.png; interstitial_step2_before=evidence_dp3/mfa.go.th/desktop/run2_interstitial_step2_before.png; interstitial_fallback_clicked_href=https://www.mfa.go.th/th/index; interstitial_clicked=""""; interstitial_step2_after=evidence_dp3/mfa.go.th/desktop/run2_interstitial_step2_after.png; interstitial_step3_before=evidence_dp3/mfa.go.th/desktop/run2_interstitial_step3_before.png; interstitial_fallback_clicked_href=https://www.mfa.go.th/th/index; interstitial_clicked=""""; interstitial_step3_after=evidence_dp3/mfa.go.th/desktop/run2_interstitial_step3_after.png; areaRatio=0.86, contrastDiff=16; trackingReqs=0, trackingCookies=2; "
mfa.go.th,GOV,seed_list,,1,mobile,390x844,th-TH,TH,2026-02-14T14:34:22.863Z,https://www.mfa.go.th/th/index?__cf_chl_rt_tk=B3uwTlqXkwB7ih3l35aT75RieCeMwLDTYlJf7GNahIc-1771079669-1.0.1.1-ubwe9.UKMkx_INDQlhBOtNpmVd0zsZWBzjYeM2hEjMY,ok,,1,,unknown,en-US,0,0,0,0,,,,,0,0,0,0,0,1,,,,,,,,0,,0,,0,,,,,,,,,,evidence_dp3/mfa.go.th/mobile/run1_banner.png,,"interstitial_step1_before=evidence_dp3/mfa.go.th/mobile/run1_interstitial_step1_before.png; interstitial_fallback_clicked_href=https://www.mfa.go.th/th/index; interstitial_clicked=""""; interstitial_step1_after=evidence_dp3/mfa.go.th/mobile/run1_interstitial_step1_after.png; areaRatio=1.00, contrastDiff=0; "
mfa.go.th,GOV,seed_list,,2,mobile,390x844,th-TH,TH,2026-02-14T14:34:26.269Z,https://www.mfa.go.th/th/index?__cf_chl_rt_tk=SQtpoXZK5GzEiOTgQT4M8_UgFRN0aEhWC4P_UFNeY1E-1771079671-1.0.1.1-7sikPuM8zadQyDUzCQ4cw0PpJMuV8jU09fXh3LXjwDQ,ok,,1,,unknown,en-US,0,0,0,0,,,,,0,0,0,0,0,1,,,,,,,,0,,0,,0,,,,,,,,,,evidence_dp3/mfa.go.th/mobile/run2_banner.png,,"interstitial_step1_before=evidence_dp3/mfa.go.th/mobile/run2_interstitial_step1_before.png; interstitial_fallback_clicked_href=https://www.mfa.go.th/th/index; interstitial_clicked=""""; interstitial_step1_after=evidence_dp3/mfa.go.th/mobile/run2_interstitial_step1_after.png; areaRatio=1.00, contrastDiff=0; "
moi.go.th,GOV,seed_list,,1,desktop,1366x768,th-TH,TH,2026-02-14T14:35:01.984Z,https://moi.go.th/moi/,ok,,1,,unknown,th,1,0,1,1,1,2,1,manage->(attempt reject-all inside) | no reject-all found (manual coding needed),0,0,0,0,,0,,,,,1,1,0,0,,0,,0,,,,,,,,,,evidence_dp3/moi.go.th/desktop/run1_banner.png,evidence_dp3/moi.go.th/desktop/run1_manage.png,"interstitial_step1_before=evidence_dp3/moi.go.th/desktop/run1_interstitial_step1_before.png; interstitial_fallback_clicked_href=https://moi.go.th/moi; interstitial_clicked=""""; interstitial_step1_after=evidence_dp3/moi.go.th/desktop/run1_interstitial_step1_after.png; areaRatio=1.00, contrastDiff=0; "
moi.go.th,GOV,seed_list,,2,desktop,1366x768,th-TH,TH,2026-02-14T14:35:03.794Z,https://moi.go.th/moi/,ok,,1,,unknown,th,1,0,1,1,1,2,1,manage->(attempt reject-all inside) | no reject-all found (manual coding needed),0,0,0,0,,0,,,,,1,1,0,0,,0,,0,,,,,,,,,,evidence_dp3/moi.go.th/desktop/run2_banner.png,evidence_dp3/moi.go.th/desktop/run2_manage.png,"interstitial_step1_before=evidence_dp3/moi.go.th/desktop/run2_interstitial_step1_before.png; interstitial_fallback_clicked_href=https://moi.go.th/moi; interstitial_clicked=""""; interstitial_step1_after=evidence_dp3/moi.go.th/desktop/run2_interstitial_step1_after.png; areaRatio=1.00, contrastDiff=0; "
moi.go.th,GOV,seed_list,,1,mobile,390x844,th-TH,TH,2026-02-14T14:35:16.220Z,https://moi.go.th/moi/,ok,,1,,unknown,th,1,0,1,1,1,2,1,manage->(attempt reject-all inside) | no reject-all found (manual coding needed),0,0,0,0,,0,,,,,1,1,0,0,,0,,0,,,,,,,,,,evidence_dp3/moi.go.th/mobile/run1_banner.png,evidence_dp3/moi.go.th/mobile/run1_manage.png,"interstitial_step1_before=evidence_dp3/moi.go.th/mobile/run1_interstitial_step1_before.png; interstitial_fallback_clicked_href=https://moi.go.th/moi; interstitial_clicked=""""; interstitial_step1_after=evidence_dp3/moi.go.th/mobile/run1_interstitial_step1_after.png; areaRatio=1.00, contrastDiff=0; "
moi.go.th,GOV,seed_list,,2,mobile,390x844,th-TH,TH,2026-02-14T14:35:18.987Z,https://moi.go.th/moi/,ok,,1,,unknown,th,1,0,1,1,1,2,1,manage->(attempt reject-all inside) | no reject-all found (manual coding needed),0,0,0,0,,0,,,,,1,1,0,0,,0,,0,,,,,,,,,,evidence_dp3/moi.go.th/mobile/run2_banner.png,evidence_dp3/moi.go.th/mobile/run2_manage.png,"interstitial_step1_before=evidence_dp3/moi.go.th/mobile/run2_interstitial_step1_before.png; interstitial_fallback_clicked_href=https://moi.go.th/moi; interstitial_clicked=""""; interstitial_step1_after=evidence_dp3/moi.go.th/mobile/run2_interstitial_step1_after.png; areaRatio=1.00, contrastDiff=0; "
moc.go.th,GOV,seed_list,,2,desktop,1366x768,th-TH,TH,2026-02-14T14:35:33.305Z,,error,"page.goto: net::ERR_EMPTY_RESPONSE at http://moc.go.th/
Call log:
[2m  - navigating to ""http://moc.go.th/"", waiting until ""domcontentloaded""[22m
",0,,unknown,,0,0,0,0,,,,,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,
moc.go.th,GOV,seed_list,,1,mobile,390x844,th-TH,TH,2026-02-14T14:35:33.466Z,,error,"page.goto: net::ERR_EMPTY_RESPONSE at http://moc.go.th/
Call log:
[2m  - navigating to ""http://moc.go.th/"", waiting until ""domcontentloaded""[22m
",0,,unknown,,0,0,0,0,,,,,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,
moc.go.th,GOV,seed_list,,2,mobile,390x844,th-TH,TH,2026-02-14T14:35:33.621Z,,error,"page.goto: net::ERR_EMPTY_RESPONSE at http://moc.go.th/
Call log:
[2m  - navigating to ""http://moc.go.th/"", waiting until ""domcontentloaded""[22m
",0,,unknown,,0,0,0,0,,,,,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,
moc.go.th,GOV,seed_list,,1,desktop,1366x768,th-TH,TH,2026-02-14T14:35:30.610Z,https://moc.go.th/,ok,,0,,unknown,,0,0,0,0,,,,,0,0,0,0,0,0,,,,,,,,0,,0,,1,,,,,,,,,,evidence_dp3/moc.go.th/desktop/run1_banner.png,,"interstitial_step1_before=evidence_dp3/moc.go.th/desktop/run1_interstitial_step1_before.png; areaRatio=1.00, contrastDiff=0; "
mot.go.th,GOV,seed_list,,1,desktop,1366x768,th-TH,TH,2026-02-14T14:35:33.778Z,https://mot.go.th/intro,ok,,0,,unknown,th,0,0,0,0,,,,,0,0,0,0,0,0,,,,,,,,0,,0,,1,,,,,,,,,,evidence_dp3/mot.go.th/desktop/run1_banner.png,,"interstitial_step1_before=evidence_dp3/mot.go.th/desktop/run1_interstitial_step1_before.png; areaRatio=1.00, contrastDiff=0; "
mot.go.th,GOV,seed_list,,2,desktop,1366x768,th-TH,TH,2026-02-14T14:36:07.325Z,https://mot.go.th/intro,ok,,0,,unknown,th,0,0,0,0,,,,,0,0,0,0,0,0,,,,,,,,0,,0,,1,,,,,,,,,,evidence_dp3/mot.go.th/desktop/run2_banner.png,,"interstitial_step1_before=evidence_dp3/mot.go.th/desktop/run2_interstitial_step1_before.png; areaRatio=1.00, contrastDiff=0; "
mot.go.th,GOV,seed_list,,1,mobile,390x844,th-TH,TH,2026-02-14T14:36:12.121Z,https://mot.go.th/intro,ok,,0,,unknown,th,0,0,0,0,,,,,0,0,0,0,0,0,,,,,,,,0,,0,,1,,,,,,,,,,evidence_dp3/mot.go.th/mobile/run1_banner.png,,"interstitial_step1_before=evidence_dp3/mot.go.th/mobile/run1_interstitial_step1_before.png; areaRatio=1.00, contrastDiff=0; "
moac.go.th,GOV,seed_list,,1,desktop,1366x768,th-TH,TH,2026-02-14T14:36:50.016Z,https://www.moac.go.th/site-home,ok,,1,,unknown,th,1,0,1,1,1,2,1,manage->(attempt reject-all inside) | no reject-all found (manual coding needed),0,0,0,0,,2,,,,,1,1,0,0,,0,,0,,,,,,,,,,evidence_dp3/moac.go.th/desktop/run1_banner.png,evidence_dp3/moac.go.th/desktop/run1_manage.png,"interstitial_step1_before=evidence_dp3/moac.go.th/desktop/run1_interstitial_step1_before.png; interstitial_fallback_clicked_href=https://www.moac.go.th/site-home; interstitial_clicked=""""; interstitial_step1_after=evidence_dp3/moac.go.th/desktop/run1_interstitial_step1_after.png; areaRatio=1.00, contrastDiff=0; "
moac.go.th,GOV,seed_list,,2,desktop,1366x768,th-TH,TH,2026-02-14T14:37:04.554Z,https://www.moac.go.th/site-home,ok,,1,,unknown,th,1,0,1,1,1,2,1,manage->(attempt reject-all inside) | no reject-all found (manual coding needed),0,0,0,0,,2,,,,,1,1,0,0,,0,,0,,,,,,,,,,evidence_dp3/moac.go.th/desktop/run2_banner.png,evidence_dp3/moac.go.th/desktop/run2_manage.png,"interstitial_step1_before=evidence_dp3/moac.go.th/desktop/run2_interstitial_step1_before.png; interstitial_fallback_clicked_href=https://www.moac.go.th/site-home; interstitial_clicked=""""; interstitial_step1_after=evidence_dp3/moac.go.th/desktop/run2_interstitial_step1_after.png; areaRatio=1.00, contrastDiff=0; "
mot.go.th,GOV,seed_list,,2,mobile,390x844,th-TH,TH,2026-02-14T14:36:45.830Z,https://mot.go.th/intro,ok,,0,,unknown,th,0,0,0,0,,,,,0,0,0,0,0,0,,,,,,,,0,,0,,1,,,,,,,,,,evidence_dp3/mot.go.th/mobile/run2_banner.png,,"interstitial_step1_before=evidence_dp3/mot.go.th/mobile/run2_interstitial_step1_before.png; areaRatio=1.00, contrastDiff=0; "
moac.go.th,GOV,seed_list,,1,mobile,390x844,th-TH,TH,2026-02-14T14:37:19.286Z,https://www.moac.go.th/site-home,ok,,1,,unknown,th,1,0,1,1,1,2,1,manage->(attempt reject-all inside) | no reject-all found (manual coding needed),0,0,0,0,,3,,,,,1,1,0,0,,0,,0,,,,,,,,,,evidence_dp3/moac.go.th/mobile/run1_banner.png,evidence_dp3/moac.go.th/mobile/run1_manage.png,"interstitial_step1_before=evidence_dp3/moac.go.th/mobile/run1_interstitial_step1_before.png; interstitial_fallback_clicked_href=https://www.moac.go.th/site-home; interstitial_clicked=""""; interstitial_step1_after=evidence_dp3/moac.go.th/mobile/run1_interstitial_step1_after.png; areaRatio=1.00, contrastDiff=0; "
moe.go.th,GOV,seed_list,,1,desktop,1366x768,th-TH,TH,2026-02-14T14:37:32.954Z,,error,"page.goto: net::ERR_NAME_NOT_RESOLVED at http://moe.go.th/
Call log:
[2m  - navigating to ""http://moe.go.th/"", waiting until ""domcontentloaded""[22m
",0,,unknown,,0,0,0,0,,,,,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,
moe.go.th,GOV,seed_list,,2,desktop,1366x768,th-TH,TH,2026-02-14T14:37:33.073Z,,error,"page.goto: net::ERR_NAME_NOT_RESOLVED at http://moe.go.th/
Call log:
[2m  - navigating to ""http://moe.go.th/"", waiting until ""domcontentloaded""[22m
",0,,unknown,,0,0,0,0,,,,,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,
moe.go.th,GOV,seed_list,,1,mobile,390x844,th-TH,TH,2026-02-14T14:37:33.121Z,,error,"page.goto: net::ERR_NAME_NOT_RESOLVED at http://moe.go.th/
Call log:
[2m  - navigating to ""http://moe.go.th/"", waiting until ""domcontentloaded""[22m
",0,,unknown,,0,0,0,0,,,,,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,
moe.go.th,GOV,seed_list,,2,mobile,390x844,th-TH,TH,2026-02-14T14:37:33.170Z,,error,"page.goto: net::ERR_NAME_NOT_RESOLVED at http://moe.go.th/
Call log:
[2m  - navigating to ""http://moe.go.th/"", waiting until ""domcontentloaded""[22m
",0,,unknown,,0,0,0,0,,,,,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,
moac.go.th,GOV,seed_list,,2,mobile,390x844,th-TH,TH,2026-02-14T14:37:24.067Z,https://www.moac.go.th/site-home,ok,,1,,unknown,th,1,0,1,1,1,2,1,manage->(attempt reject-all inside) | no reject-all found (manual coding needed),0,0,0,0,,3,,,,,1,1,0,0,,0,,0,,,,,,,,,,evidence_dp3/moac.go.th/mobile/run2_banner.png,evidence_dp3/moac.go.th/mobile/run2_manage.png,"interstitial_step1_before=evidence_dp3/moac.go.th/mobile/run2_interstitial_step1_before.png; interstitial_fallback_clicked_href=https://www.moac.go.th/site-home; interstitial_clicked=""""; interstitial_step1_after=evidence_dp3/moac.go.th/mobile/run2_interstitial_step1_after.png; areaRatio=1.00, contrastDiff=0; "
m-society.go.th,GOV,seed_list,,1,desktop,1366x768,th-TH,TH,2026-02-14T14:37:33.218Z,https://m-society.go.th/,ok,,0,,unknown,,0,0,0,0,,,,,0,0,0,0,0,0,,,,,,,,0,,0,,1,,,,,,,,,,evidence_dp3/m-society.go.th/desktop/run1_banner.png,,"interstitial_step1_before=evidence_dp3/m-society.go.th/desktop/run1_interstitial_step1_before.png; areaRatio=1.00, contrastDiff=0; "
