domain,stratum,source,source_rank,run_id,device,viewport,locale,geo_country,datetime_utc,final_url,status,blocked_reason,banner_present,banner_type,cms_cmp_vendor,language_detected,accept_all_first_layer,reject_all_first_layer,manage_first_layer,close_button_present,clicks_accept_all,clicks_reject_all,delta_clicks,steps_reject_description,has_toggle_analytics,has_toggle_ads,default_on_analytics,default_on_ads,has_reject_all_anywhere,third_party_before_consent,third_party_after_reject,tracking_after_reject_flag,tracking_requests_count,tracking_cookies_count,dp1_flag,dp2_flag,dp3_flag,dp4_flag,dp5_flag,dp6_flag,dp7_flag,dp8_flag,dp3_flag_adv,dp3_pre_tracking_count,dp3_reject_tracking_count,dp3_accept_tracking_count,dp3_pre_only_endpoints_count,dp3_pre_only_cookies_count,dp3_pre_only_endpoints_sample,dp3_pre_only_cookies_sample,canvas_fp_preconsent,screenshot_path_banner,screenshot_path_manage,notes
scbx.com,FIN,seed_list,,2,desktop,1366x768,th-TH,TH,2026-02-14T16:25:49.380Z,https://www.scbx.com/th/,ok,,1,,unknown,th,1,0,1,1,1,2,1,manage->(attempt reject-all inside) | no reject-all found (manual coding needed),0,0,0,0,,0,,,,,1,1,0,0,,0,,0,,,,,,,,,,evidence_dp3/scbx.com/desktop/run2_banner.png,evidence_dp3/scbx.com/desktop/run2_manage.png,"interstitial_step1_before=evidence_dp3/scbx.com/desktop/run2_interstitial_step1_before.png; interstitial_fallback_clicked_href=https://www.scbx.com/th/; interstitial_clicked=""""; interstitial_step1_after=evidence_dp3/scbx.com/desktop/run2_interstitial_step1_after.png; interstitial_step2_before=evidence_dp3/scbx.com/desktop/run2_interstitial_step2_before.png; interstitial_fallback_clicked_href=https://www.scbx.com/th/; interstitial_clicked=""""; interstitial_step2_after=evidence_dp3/scbx.com/desktop/run2_interstitial_step2_after.png; interstitial_step3_before=evidence_dp3/scbx.com/desktop/run2_interstitial_step3_before.png; interstitial_fallback_clicked_href=https://www.scbx.com/th/; interstitial_clicked=""""; interstitial_step3_after=evidence_dp3/scbx.com/desktop/run2_interstitial_step3_after.png; areaRatio=1.00, contrastDiff=0; "
scbx.com,FIN,seed_list,,1,mobile,390x844,th-TH,TH,2026-02-14T16:26:16.553Z,https://www.scbx.com/th/,ok,,1,,unknown,th,1,0,1,0,1,2,1,manage->(attempt reject-all inside) | no reject-all found (manual coding needed),0,0,0,0,,0,,,,,1,1,0,0,,0,,0,,,,,,,,,,evidence_dp3/scbx.com/mobile/run1_banner.png,evidence_dp3/scbx.com/mobile/run1_manage.png,"interstitial_step1_before=evidence_dp3/scbx.com/mobile/run1_interstitial_step1_before.png; interstitial_fallback_clicked_href=https://www.scbx.com/th/; interstitial_clicked=""""; interstitial_step1_after=evidence_dp3/scbx.com/mobile/run1_interstitial_step1_after.png; interstitial_step2_before=evidence_dp3/scbx.com/mobile/run1_interstitial_step2_before.png; interstitial_fallback_clicked_href=https://www.scbx.com/th/; interstitial_clicked=""""; interstitial_step2_after=evidence_dp3/scbx.com/mobile/run1_interstitial_step2_after.png; interstitial_step3_before=evidence_dp3/scbx.com/mobile/run1_interstitial_step3_before.png; interstitial_fallback_clicked_href=https://www.scbx.com/th/; interstitial_clicked=""""; interstitial_step3_after=evidence_dp3/scbx.com/mobile/run1_interstitial_step3_after.png; areaRatio=1.00, contrastDiff=0; "
kbank.co.th,FIN,seed_list,,1,desktop,1366x768,th-TH,TH,2026-02-14T16:26:35.906Z,,error,"page.goto: net::ERR_NAME_NOT_RESOLVED at http://kbank.co.th/
Call log:
[2m  - navigating to ""http://kbank.co.th/"", waiting until ""domcontentloaded""[22m
",0,,unknown,,0,0,0,0,,,,,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,
kbank.co.th,FIN,seed_list,,2,desktop,1366x768,th-TH,TH,2026-02-14T16:26:36.366Z,,error,"page.goto: net::ERR_NAME_NOT_RESOLVED at http://kbank.co.th/
Call log:
[2m  - navigating to ""http://kbank.co.th/"", waiting until ""domcontentloaded""[22m
",0,,unknown,,0,0,0,0,,,,,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,
kbank.co.th,FIN,seed_list,,1,mobile,390x844,th-TH,TH,2026-02-14T16:26:36.611Z,,error,"page.goto: net::ERR_NAME_NOT_RESOLVED at http://kbank.co.th/
Call log:
[2m  - navigating to ""http://kbank.co.th/"", waiting until ""domcontentloaded""[22m
",0,,unknown,,0,0,0,0,,,,,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,
kbank.co.th,FIN,seed_list,,2,mobile,390x844,th-TH,TH,2026-02-14T16:26:37.516Z,,error,"page.goto: net::ERR_NAME_NOT_RESOLVED at http://kbank.co.th/
Call log:
[2m  - navigating to ""http://kbank.co.th/"", waiting until ""domcontentloaded""[22m
",0,,unknown,,0,0,0,0,,,,,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,
scbx.com,FIN,seed_list,,2,mobile,390x844,th-TH,TH,2026-02-14T16:26:19.898Z,https://www.scbx.com/th/,ok,,1,,unknown,th,1,0,1,0,1,2,1,manage->(attempt reject-all inside) | no reject-all found (manual coding needed),0,0,0,0,,0,,,,,1,1,0,0,,0,,0,,,,,,,,,,evidence_dp3/scbx.com/mobile/run2_banner.png,evidence_dp3/scbx.com/mobile/run2_manage.png,"interstitial_step1_before=evidence_dp3/scbx.com/mobile/run2_interstitial_step1_before.png; interstitial_fallback_clicked_href=https://www.scbx.com/th/; interstitial_clicked=""""; interstitial_step1_after=evidence_dp3/scbx.com/mobile/run2_interstitial_step1_after.png; interstitial_step2_before=evidence_dp3/scbx.com/mobile/run2_interstitial_step2_before.png; interstitial_fallback_clicked_href=https://www.scbx.com/th/; interstitial_clicked=""""; interstitial_step2_after=evidence_dp3/scbx.com/mobile/run2_interstitial_step2_after.png; interstitial_step3_before=evidence_dp3/scbx.com/mobile/run2_interstitial_step3_before.png; interstitial_fallback_clicked_href=https://www.scbx.com/th/; interstitial_clicked=""""; interstitial_step3_after=evidence_dp3/scbx.com/mobile/run2_interstitial_step3_after.png; areaRatio=1.00, contrastDiff=0; "
bangkokbank.com,FIN,seed_list,,1,desktop,1366x768,th-TH,TH,2026-02-14T16:26:37.871Z,,error,"page.goto: Timeout 30000ms exceeded.
Call log:
[2m  - navigating to ""http://bangkokbank.com/"", waiting until ""domcontentloaded""[22m
",0,,unknown,,0,0,0,0,,,,,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,
bangkokbank.com,FIN,seed_list,,2,desktop,1366x768,th-TH,TH,2026-02-14T16:26:39.712Z,,error,"page.goto: Timeout 30000ms exceeded.
Call log:
[2m  - navigating to ""http://bangkokbank.com/"", waiting until ""domcontentloaded""[22m
",0,,unknown,,0,0,0,0,,,,,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,
bangkokbank.com,FIN,seed_list,,1,mobile,390x844,th-TH,TH,2026-02-14T16:27:38.140Z,,error,"page.goto: Timeout 30000ms exceeded.
Call log:
[2m  - navigating to ""http://bangkokbank.com/"", waiting until ""domcontentloaded""[22m
",0,,unknown,,0,0,0,0,,,,,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,
bangkokbank.com,FIN,seed_list,,2,mobile,390x844,th-TH,TH,2026-02-14T16:27:39.987Z,,error,"page.goto: Timeout 30000ms exceeded.
Call log:
[2m  - navigating to ""http://bangkokbank.com/"", waiting until ""domcontentloaded""[22m
",0,,unknown,,0,0,0,0,,,,,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,
krungthai.com,FIN,seed_list,,2,desktop,1366x768,th-TH,TH,2026-02-14T16:28:40.098Z,https://krungthai.com/th/personal,ok,,1,,OneTrust,th,1,0,1,1,1,2,1,manage->(attempt reject-all inside) | no reject-all found (manual coding needed),0,0,0,0,,0,,,,,1,1,0,0,,0,,0,,,,,,,,,,evidence_dp3/krungthai.com/desktop/run2_banner.png,evidence_dp3/krungthai.com/desktop/run2_manage.png,"interstitial_step1_before=evidence_dp3/krungthai.com/desktop/run2_interstitial_step1_before.png; interstitial_fallback_clicked_href=https://krungthai.com/th/personal; interstitial_clicked=""""; interstitial_step1_after=evidence_dp3/krungthai.com/desktop/run2_interstitial_step1_after.png; interstitial_step2_before=evidence_dp3/krungthai.com/desktop/run2_interstitial_step2_before.png; interstitial_fallback_clicked_href=https://krungthai.com/th/personal; interstitial_clicked=""""; interstitial_step2_after=evidence_dp3/krungthai.com/desktop/run2_interstitial_step2_after.png; interstitial_step3_before=evidence_dp3/krungthai.com/desktop/run2_interstitial_step3_before.png; interstitial_fallback_clicked_href=https://krungthai.com/th/personal; interstitial_clicked=""""; interstitial_step3_after=evidence_dp3/krungthai.com/desktop/run2_interstitial_step3_after.png; areaRatio=1.00, contrastDiff=0; "
krungthai.com,FIN,seed_list,,1,desktop,1366x768,th-TH,TH,2026-02-14T16:28:38.212Z,https://krungthai.com/th/personal,ok,,1,,OneTrust,th,1,0,1,1,1,2,1,manage->(attempt reject-all inside) | no reject-all found (manual coding needed),0,0,0,0,,0,,,,,1,1,0,0,,0,,0,,,,,,,,,,evidence_dp3/krungthai.com/desktop/run1_banner.png,evidence_dp3/krungthai.com/desktop/run1_manage.png,"interstitial_step1_before=evidence_dp3/krungthai.com/desktop/run1_interstitial_step1_before.png; interstitial_fallback_clicked_href=https://krungthai.com/th/personal; interstitial_clicked=""""; interstitial_step1_after=evidence_dp3/krungthai.com/desktop/run1_interstitial_step1_after.png; interstitial_step2_before=evidence_dp3/krungthai.com/desktop/run1_interstitial_step2_before.png; interstitial_fallback_clicked_href=https://krungthai.com/th/personal; interstitial_clicked=""""; interstitial_step2_after=evidence_dp3/krungthai.com/desktop/run1_interstitial_step2_after.png; interstitial_step3_before=evidence_dp3/krungthai.com/desktop/run1_interstitial_step3_before.png; interstitial_fallback_clicked_href=https://krungthai.com/th/personal; interstitial_clicked=""""; interstitial_step3_after=evidence_dp3/krungthai.com/desktop/run1_interstitial_step3_after.png; areaRatio=1.00, contrastDiff=0; "
krungthai.com,FIN,seed_list,,1,mobile,390x844,th-TH,TH,2026-02-14T16:29:03.596Z,https://krungthai.com/th/personal,ok,,1,,OneTrust,th,1,0,1,1,1,2,1,manage->(attempt reject-all inside) | no reject-all found (manual coding needed),0,0,0,0,,0,,,,,1,1,0,0,,0,,1,,,,,,,,,,evidence_dp3/krungthai.com/mobile/run1_banner.png,evidence_dp3/krungthai.com/mobile/run1_manage.png,"interstitial_step1_before=evidence_dp3/krungthai.com/mobile/run1_interstitial_step1_before.png; areaRatio=1.00, contrastDiff=0; "
krungthai.com,FIN,seed_list,,2,mobile,390x844,th-TH,TH,2026-02-14T16:29:06.121Z,https://krungthai.com/th/personal,ok,,1,,OneTrust,th,1,0,1,1,1,2,1,manage->(attempt reject-all inside) | no reject-all found (manual coding needed),0,0,0,0,,0,,,,,1,1,0,0,,0,,1,,,,,,,,,,evidence_dp3/krungthai.com/mobile/run2_banner.png,evidence_dp3/krungthai.com/mobile/run2_manage.png,"interstitial_step1_before=evidence_dp3/krungthai.com/mobile/run2_interstitial_step1_before.png; areaRatio=1.00, contrastDiff=0; "
krungsri.com,FIN,seed_list,,1,desktop,1366x768,th-TH,TH,2026-02-14T16:29:23.504Z,https://krungsri.com/,ok,,0,,unknown,,0,0,0,0,,,,,0,0,0,0,0,0,,,,,,,,0,,0,,1,,,,,,,,,,evidence_dp3/krungsri.com/desktop/run1_banner.png,,"interstitial_step1_before=evidence_dp3/krungsri.com/desktop/run1_interstitial_step1_before.png; areaRatio=1.00, contrastDiff=0; "
krungsri.com,FIN,seed_list,,2,desktop,1366x768,th-TH,TH,2026-02-14T16:29:23.940Z,https://krungsri.com/,ok,,0,,unknown,,0,0,0,0,,,,,0,0,0,0,0,0,,,,,,,,0,,0,,1,,,,,,,,,,evidence_dp3/krungsri.com/desktop/run2_banner.png,,"interstitial_step1_before=evidence_dp3/krungsri.com/desktop/run2_interstitial_step1_before.png; areaRatio=1.00, contrastDiff=0; "
krungsri.com,FIN,seed_list,,1,mobile,390x844,th-TH,TH,2026-02-14T16:30:02.563Z,https://www.krungsri.com/th/personal,ok,,1,,unknown,th,1,0,1,1,1,2,1,manage->(attempt reject-all inside) | no reject-all found (manual coding needed),0,0,0,0,,0,,,,,1,1,0,0,,0,,0,,,,,,,,,,evidence_dp3/krungsri.com/mobile/run1_banner.png,evidence_dp3/krungsri.com/mobile/run1_manage.png,"interstitial_step1_before=evidence_dp3/krungsri.com/mobile/run1_interstitial_step1_before.png; interstitial_fallback_clicked_href=https://www.krungsri.com/th/personal; interstitial_clicked=""""; interstitial_step1_after=evidence_dp3/krungsri.com/mobile/run1_interstitial_step1_after.png; areaRatio=1.00, contrastDiff=0; "
krungsri.com,FIN,seed_list,,2,mobile,390x844,th-TH,TH,2026-02-14T16:30:02.942Z,https://www.krungsri.com/th/personal,ok,,1,,unknown,th,1,0,1,1,1,2,1,manage->(attempt reject-all inside) | no reject-all found (manual coding needed),0,0,0,0,,0,,,,,1,1,0,0,,0,,0,,,,,,,,,,evidence_dp3/krungsri.com/mobile/run2_banner.png,evidence_dp3/krungsri.com/mobile/run2_manage.png,"interstitial_step1_before=evidence_dp3/krungsri.com/mobile/run2_interstitial_step1_before.png; interstitial_fallback_clicked_href=https://www.krungsri.com/th/personal; interstitial_clicked=""""; interstitial_step1_after=evidence_dp3/krungsri.com/mobile/run2_interstitial_step1_after.png; areaRatio=1.00, contrastDiff=0; "
ttb.co.th,FIN,seed_list,,2,desktop,1366x768,th-TH,TH,2026-02-14T16:30:39.304Z,https://ttb.co.th/%E0%B8%AB%E0%B8%99%E0%B9%89%E0%B8%B2%E0%B9%81%E0%B8%A3%E0%B8%81/5e05d493d186d8af784e70da,ok,,0,,unknown,en,0,0,0,0,,,,,0,0,0,0,0,0,,,,,,,,0,,0,,1,,,,,,,,,,evidence_dp3/ttb.co.th/desktop/run2_banner.png,,"interstitial_step1_before=evidence_dp3/ttb.co.th/desktop/run2_interstitial_step1_before.png; interstitial_fallback_clicked_href=https://ttb.co.th/%E0%B8%AB%E0%B8%99%E0%B9%89%E0%B8%B2%E0%B9%81%E0%B8%A3%E0%B8%81/5e05d493d186d8af784e70da; interstitial_clicked=""""; interstitial_step1_after=evidence_dp3/ttb.co.th/desktop/run2_interstitial_step1_after.png; areaRatio=1.00, contrastDiff=0; "
ttb.co.th,FIN,seed_list,,1,desktop,1366x768,th-TH,TH,2026-02-14T16:30:39.259Z,https://ttb.co.th/%E0%B8%AB%E0%B8%99%E0%B9%89%E0%B8%B2%E0%B9%81%E0%B8%A3%E0%B8%81/5e05d493d186d8af784e70da,ok,,0,,unknown,en,0,0,0,0,,,,,0,0,0,0,0,0,,,,,,,,0,,0,,1,,,,,,,,,,evidence_dp3/ttb.co.th/desktop/run1_banner.png,,"interstitial_step1_before=evidence_dp3/ttb.co.th/desktop/run1_interstitial_step1_before.png; interstitial_fallback_clicked_href=https://ttb.co.th/%E0%B8%AB%E0%B8%99%E0%B9%89%E0%B8%B2%E0%B9%81%E0%B8%A3%E0%B8%81/5e05d493d186d8af784e70da; interstitial_clicked=""""; interstitial_step1_after=evidence_dp3/ttb.co.th/desktop/run1_interstitial_step1_after.png; areaRatio=1.00, contrastDiff=0; "
ttb.co.th,FIN,seed_list,,2,mobile,390x844,th-TH,TH,2026-02-14T16:31:35.084Z,https://ttb.co.th/,ok,,0,,unknown,en,0,0,0,0,,,,,0,0,0,0,0,0,,,,,,,,0,,0,,1,,,,,,,,,,evidence_dp3/ttb.co.th/mobile/run2_banner.png,,"interstitial_step1_before=evidence_dp3/ttb.co.th/mobile/run2_interstitial_step1_before.png; interstitial_fallback_clicked_href=https://ttb.co.th/#carousel5e05d493d186d8af784e70dc; interstitial_clicked=""""; interstitial_step1_after=evidence_dp3/ttb.co.th/mobile/run2_interstitial_step1_after.png; areaRatio=1.00, contrastDiff=0; "
ttb.co.th,FIN,seed_list,,1,mobile,390x844,th-TH,TH,2026-02-14T16:31:34.476Z,https://ttb.co.th/,ok,,0,,unknown,en,0,0,0,0,,,,,0,0,0,0,0,0,,,,,,,,0,,0,,1,,,,,,,,,,evidence_dp3/ttb.co.th/mobile/run1_banner.png,,"interstitial_step1_before=evidence_dp3/ttb.co.th/mobile/run1_interstitial_step1_before.png; interstitial_fallback_clicked_href=https://ttb.co.th/#carousel5e05d493d186d8af784e70dc; interstitial_clicked=""""; interstitial_step1_after=evidence_dp3/ttb.co.th/mobile/run1_interstitial_step1_after.png; areaRatio=1.00, contrastDiff=0; "
uob.co.th,FIN,seed_list,,1,desktop,1366x768,th-TH,TH,2026-02-14T16:32:31.333Z,https://www.uob.co.th/default/index.page,ok,,1,,unknown,th,0,0,0,1,,,,,0,0,0,0,0,0,,,,,,,,0,,0,,0,,,,,,,,,,evidence_dp3/uob.co.th/desktop/run1_banner.png,,"interstitial_step1_before=evidence_dp3/uob.co.th/desktop/run1_interstitial_step1_before.png; interstitial_fallback_clicked_href=https://www.uob.co.th/default/index.page; interstitial_clicked=""""; interstitial_step1_after=evidence_dp3/uob.co.th/desktop/run1_interstitial_step1_after.png; areaRatio=1.00, contrastDiff=0; "
uob.co.th,FIN,seed_list,,2,desktop,1366x768,th-TH,TH,2026-02-14T16:32:31.365Z,https://www.uob.co.th/default/index.page,ok,,1,,unknown,th,0,0,0,1,,,,,0,0,0,0,0,1,,,,,,,,0,,0,,0,,,,,,,,,,evidence_dp3/uob.co.th/desktop/run2_banner.png,,"interstitial_step1_before=evidence_dp3/uob.co.th/desktop/run2_interstitial_step1_before.png; interstitial_fallback_clicked_href=https://www.uob.co.th/default/index.page; interstitial_clicked=""""; interstitial_step1_after=evidence_dp3/uob.co.th/desktop/run2_interstitial_step1_after.png; areaRatio=1.00, contrastDiff=0; "
uob.co.th,FIN,seed_list,,2,mobile,390x844,th-TH,TH,2026-02-14T16:32:44.811Z,https://www.uob.co.th/default/index.page,ok,,0,,unknown,th,0,0,0,1,,,,,0,0,0,0,0,1,,,,,,,,0,,0,,0,,,,,,,,,,evidence_dp3/uob.co.th/mobile/run2_banner.png,,"interstitial_step1_before=evidence_dp3/uob.co.th/mobile/run2_interstitial_step1_before.png; interstitial_fallback_clicked_href=https://www.uob.co.th/default/index.page; interstitial_clicked=""""; interstitial_step1_after=evidence_dp3/uob.co.th/mobile/run2_interstitial_step1_after.png; areaRatio=1.00, contrastDiff=0; "
uob.co.th,FIN,seed_list,,1,mobile,390x844,th-TH,TH,2026-02-14T16:32:44.732Z,https://www.uob.co.th/default/index.page,ok,,0,,unknown,th,0,0,0,1,,,,,0,0,0,0,0,1,,,,,,,,0,,0,,0,,,,,,,,,,evidence_dp3/uob.co.th/mobile/run1_banner.png,,"interstitial_step1_before=evidence_dp3/uob.co.th/mobile/run1_interstitial_step1_before.png; interstitial_fallback_clicked_href=https://www.uob.co.th/default/index.page; interstitial_clicked=""""; interstitial_step1_after=evidence_dp3/uob.co.th/mobile/run1_interstitial_step1_after.png; areaRatio=1.00, contrastDiff=0; "
cimbthai.com,FIN,seed_list,,1,desktop,1366x768,th-TH,TH,2026-02-14T16:32:59.240Z,,error,"page.goto: Timeout 30000ms exceeded.
Call log:
[2m  - navigating to ""http://cimbthai.com/"", waiting until ""domcontentloaded""[22m
",0,,unknown,,0,0,0,0,,,,,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,
cimbthai.com,FIN,seed_list,,2,desktop,1366x768,th-TH,TH,2026-02-14T16:32:59.246Z,,error,"page.goto: Timeout 30000ms exceeded.
Call log:
[2m  - navigating to ""http://cimbthai.com/"", waiting until ""domcontentloaded""[22m
",0,,unknown,,0,0,0,0,,,,,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,
cimbthai.com,FIN,seed_list,,1,mobile,390x844,th-TH,TH,2026-02-14T16:33:59.503Z,,error,"page.goto: Timeout 30000ms exceeded.
Call log:
[2m  - navigating to ""http://cimbthai.com/"", waiting until ""domcontentloaded""[22m
",0,,unknown,,0,0,0,0,,,,,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,
cimbthai.com,FIN,seed_list,,2,mobile,390x844,th-TH,TH,2026-02-14T16:33:59.503Z,,error,"page.goto: Timeout 30000ms exceeded.
Call log:
[2m  - navigating to ""http://cimbthai.com/"", waiting until ""domcontentloaded""[22m
",0,,unknown,,0,0,0,0,,,,,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,
tisco.co.th,FIN,seed_list,,1,desktop,1366x768,th-TH,TH,2026-02-14T16:34:59.622Z,https://www.tisco.co.th/th/,ok,,1,,unknown,th,1,1,0,0,1,1,0,,0,0,0,0,1,0,,0,,,,0,,0,0,0,0,1,,,,,,,,,,evidence_dp3/tisco.co.th/desktop/run1_banner.png,,"interstitial_step1_before=evidence_dp3/tisco.co.th/desktop/run1_interstitial_step1_before.png; interstitial_clicked=""เข้าสู่เว็บไซต์""; interstitial_step1_after=evidence_dp3/tisco.co.th/desktop/run1_interstitial_step1_after.png; interstitial_step2_before=evidence_dp3/tisco.co.th/desktop/run1_interstitial_step2_before.png; interstitial_clicked=""เข้าสู่เว็บไซต์""; interstitial_step2_after=evidence_dp3/tisco.co.th/desktop/run1_interstitial_step2_after.png; interstitial_step3_before=evidence_dp3/tisco.co.th/desktop/run1_interstitial_step3_before.png; interstitial_clicked=""เข้าสู่เว็บไซต์""; interstitial_step3_after=evidence_dp3/tisco.co.th/desktop/run1_interstitial_step3_after.png; areaRatio=1.00, contrastDiff=0; trackingReqs=0, trackingCookies=0; "
tisco.co.th,FIN,seed_list,,2,desktop,1366x768,th-TH,TH,2026-02-14T16:34:59.624Z,https://www.tisco.co.th/th/,ok,,1,,unknown,th,1,1,0,0,1,1,0,,0,0,0,0,1,0,,0,,,,0,,0,0,0,0,1,,,,,,,,,,evidence_dp3/tisco.co.th/desktop/run2_banner.png,,"interstitial_step1_before=evidence_dp3/tisco.co.th/desktop/run2_interstitial_step1_before.png; interstitial_clicked=""เข้าสู่เว็บไซต์""; interstitial_step1_after=evidence_dp3/tisco.co.th/desktop/run2_interstitial_step1_after.png; interstitial_step2_before=evidence_dp3/tisco.co.th/desktop/run2_interstitial_step2_before.png; interstitial_clicked=""เข้าสู่เว็บไซต์""; interstitial_step2_after=evidence_dp3/tisco.co.th/desktop/run2_interstitial_step2_after.png; interstitial_step3_before=evidence_dp3/tisco.co.th/desktop/run2_interstitial_step3_before.png; interstitial_clicked=""เข้าสู่เว็บไซต์""; interstitial_step3_after=evidence_dp3/tisco.co.th/desktop/run2_interstitial_step3_after.png; areaRatio=1.00, contrastDiff=0; trackingReqs=0, trackingCookies=0; "
tisco.co.th,FIN,seed_list,,2,mobile,390x844,th-TH,TH,2026-02-14T16:35:17.106Z,https://www.tisco.co.th/th/personal-th,ok,,1,,unknown,th,1,1,0,1,1,1,0,,0,0,0,0,1,0,,0,,,,0,,0,0,0,0,0,,,,,,,,,,evidence_dp3/tisco.co.th/mobile/run2_banner.png,,"interstitial_step1_before=evidence_dp3/tisco.co.th/mobile/run2_interstitial_step1_before.png; interstitial_fallback_clicked_href=https://www.tisco.co.th/th/personal-th; interstitial_clicked=""""; interstitial_step1_after=evidence_dp3/tisco.co.th/mobile/run2_interstitial_step1_after.png; areaRatio=1.59, contrastDiff=0; trackingReqs=0, trackingCookies=0; "
tisco.co.th,FIN,seed_list,,1,mobile,390x844,th-TH,TH,2026-02-14T16:35:17.040Z,https://www.tisco.co.th/th/personal-th,ok,,1,,unknown,th,1,1,0,1,1,1,0,,0,0,0,0,1,0,,0,,,,0,,0,0,0,0,0,,,,,,,,,,evidence_dp3/tisco.co.th/mobile/run1_banner.png,,"interstitial_step1_before=evidence_dp3/tisco.co.th/mobile/run1_interstitial_step1_before.png; interstitial_fallback_clicked_href=https://www.tisco.co.th/th/personal-th; interstitial_clicked=""""; interstitial_step1_after=evidence_dp3/tisco.co.th/mobile/run1_interstitial_step1_after.png; areaRatio=1.59, contrastDiff=0; trackingReqs=0, trackingCookies=0; "
kkpfg.com,FIN,seed_list,,1,desktop,1366x768,th-TH,TH,2026-02-14T16:36:08.868Z,https://kkpfg.com/,ok,,0,,unknown,en,0,0,0,0,,,,,0,0,0,0,0,0,,,,,,,,0,,0,,1,,,,,,,,,,evidence_dp3/kkpfg.com/desktop/run1_banner.png,,"interstitial_step1_before=evidence_dp3/kkpfg.com/desktop/run1_interstitial_step1_before.png; areaRatio=1.00, contrastDiff=0; "
kkpfg.com,FIN,seed_list,,2,desktop,1366x768,th-TH,TH,2026-02-14T16:36:08.874Z,https://kkpfg.com/,ok,,0,,unknown,en,0,0,0,0,,,,,0,0,0,0,0,0,,,,,,,,0,,0,,1,,,,,,,,,,evidence_dp3/kkpfg.com/desktop/run2_banner.png,,"interstitial_step1_before=evidence_dp3/kkpfg.com/desktop/run2_interstitial_step1_before.png; areaRatio=1.00, contrastDiff=0; "
kkpfg.com,FIN,seed_list,,2,mobile,390x844,th-TH,TH,2026-02-14T16:36:54.301Z,https://kkpfg.com/,blocked_by_antibot,cloudflare_turnstile,0,,unknown,,0,0,0,0,,,,,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,interstitial_step1_before=evidence_dp3/kkpfg.com/mobile/run2_interstitial_step1_before.png; 
kkpfg.com,FIN,seed_list,,1,mobile,390x844,th-TH,TH,2026-02-14T16:36:54.281Z,https://kkpfg.com/,blocked_by_antibot,cloudflare_turnstile,0,,unknown,,0,0,0,0,,,,,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,interstitial_step1_before=evidence_dp3/kkpfg.com/mobile/run1_interstitial_step1_before.png; 
lhbank.co.th,FIN,seed_list,,1,desktop,1366x768,th-TH,TH,2026-02-14T16:37:07.465Z,https://www.lhbank.co.th/th/contact/contact-us/,ok,,1,,unknown,th,1,0,0,1,1,,,,0,0,0,0,0,0,,,,,1,,,0,,0,,0,,,,,,,,,,evidence_dp3/lhbank.co.th/desktop/run1_banner.png,,"interstitial_step1_before=evidence_dp3/lhbank.co.th/desktop/run1_interstitial_step1_before.png; interstitial_fallback_clicked_href=https://www.lhbank.co.th/contact/contact-landandhouse; interstitial_clicked=""""; interstitial_step1_after=evidence_dp3/lhbank.co.th/desktop/run1_interstitial_step1_after.png; areaRatio=1.00, contrastDiff=0; "
lhbank.co.th,FIN,seed_list,,2,desktop,1366x768,th-TH,TH,2026-02-14T16:37:09.252Z,https://www.lhbank.co.th/th/contact/contact-us/,ok,,1,,unknown,th,1,0,0,1,1,,,,0,0,0,0,0,0,,,,,1,,,0,,0,,0,,,,,,,,,,evidence_dp3/lhbank.co.th/desktop/run2_banner.png,,"interstitial_step1_before=evidence_dp3/lhbank.co.th/desktop/run2_interstitial_step1_before.png; interstitial_fallback_clicked_href=https://www.lhbank.co.th/contact/contact-landandhouse; interstitial_clicked=""""; interstitial_step1_after=evidence_dp3/lhbank.co.th/desktop/run2_interstitial_step1_after.png; areaRatio=1.00, contrastDiff=0; "
lhbank.co.th,FIN,seed_list,,2,mobile,390x844,th-TH,TH,2026-02-14T16:38:30.192Z,https://www.lhbank.co.th/th/personal/,ok,,1,,unknown,th,1,0,0,0,1,,,,0,0,0,0,0,0,,,,,1,,,0,,0,,0,,,,,,,,,,evidence_dp3/lhbank.co.th/mobile/run2_banner.png,,"interstitial_step1_before=evidence_dp3/lhbank.co.th/mobile/run2_interstitial_step1_before.png; interstitial_fallback_clicked_href=https://www.lhbank.co.th/home; interstitial_clicked=""""; interstitial_step1_after=evidence_dp3/lhbank.co.th/mobile/run2_interstitial_step1_after.png; areaRatio=1.00, contrastDiff=0; "
